x,y,LOCAL_MONTH,COOLING_DEGREE_DAYS,TOTAL_RAIN_FLAG,TOTAL_SNOW,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,LOCAL_DAY,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,MAX_REL_HUMIDITY,TOTAL_SNOW_FLAG,LOCAL_DATE,SNOW_ON_GROUND_FLAG,ID,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,STATION_NAME,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,CLIMATE_IDENTIFIER,LOCAL_YEAR,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND,PROVINCE_CODE
-72.45,48.88333333333333,6,0,,0,,,,,4,1.6,8.9,,16.4,3.3,,,1968-06-04 00:00:00,,7060080.1968.6.4,23.9,,ALBANEL,,,,,3.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,2.6,,0,,,,,5,0,13.9,,20.6,0,,,1968-06-05 00:00:00,,7060080.1968.6.5,27.2,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,6,5.2,5.6,,12.8,0,,,1968-06-06 00:00:00,,7060080.1968.6.6,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,7,1.9,8.9,,16.1,0,,,1968-06-07 00:00:00,,7060080.1968.6.7,23.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,8,3.3,4.4,,14.7,0,,,1968-06-08 00:00:00,,7060080.1968.6.8,25,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,9,3.8,9.4,,14.2,0,,,1968-06-09 00:00:00,,7060080.1968.6.9,18.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,10,5.2,2.2,,12.8,0,,,1968-06-10 00:00:00,,7060080.1968.6.10,23.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,11,4.4,7.2,,13.6,8.9,,,1968-06-11 00:00:00,,7060080.1968.6.11,20,,ALBANEL,,,,,8.9,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,3.2,,0,,,,,12,0,15.6,,21.2,0,,,1968-06-12 00:00:00,,7060080.1968.6.12,26.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,13,0.2,8.9,,17.8,0,,,1968-06-13 00:00:00,,7060080.1968.6.13,26.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,14,1.8,6.7,,16.2,0,,,1968-06-14 00:00:00,,7060080.1968.6.14,25.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,2.3,,0,,,,,15,0,15.6,,20.3,0,,,1968-06-15 00:00:00,,7060080.1968.6.15,25,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,16,4.9,1.7,,13.1,0,,,1968-06-16 00:00:00,,7060080.1968.6.16,24.4,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,17,4.1,5.6,,13.9,3,,,1968-06-17 00:00:00,,7060080.1968.6.17,22.2,,ALBANEL,,,,,3,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,18,3.8,6.1,,14.2,0,,,1968-06-18 00:00:00,,7060080.1968.6.18,22.2,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,19,3.5,8.9,,14.5,9.9,,,1968-06-19 00:00:00,,7060080.1968.6.19,20,,ALBANEL,,,,,9.9,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,20,7.1,7.8,,10.9,1,,,1968-06-20 00:00:00,,7060080.1968.6.20,13.9,,ALBANEL,,,,,1,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,21,4.1,9.4,,13.9,0,,,1968-06-21 00:00:00,,7060080.1968.6.21,18.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,22,4.3,6.7,,13.7,0,,,1968-06-22 00:00:00,,7060080.1968.6.22,20.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,23,1,12.2,,17,0.8,,,1968-06-23 00:00:00,,7060080.1968.6.23,21.7,,ALBANEL,,,,,0.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,24,1.6,12.8,,16.4,0,,,1968-06-24 00:00:00,,7060080.1968.6.24,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,25,3,9.4,,15,0,,,1968-06-25 00:00:00,,7060080.1968.6.25,20.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,26,3.8,6.7,,14.2,0,,,1968-06-26 00:00:00,,7060080.1968.6.26,21.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,27,5.2,6.7,,12.8,2.5,,,1968-06-27 00:00:00,,7060080.1968.6.27,18.9,,ALBANEL,,,,,2.5,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,28,6.6,10.6,,11.4,2,,,1968-06-28 00:00:00,,7060080.1968.6.28,12.2,,ALBANEL,,,,,2,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,29,5.7,8.9,,12.3,0,,,1968-06-29 00:00:00,,7060080.1968.6.29,15.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,6,0,,0,,,,,30,0.2,11.7,,17.8,0,,,1968-06-30 00:00:00,,7060080.1968.6.30,23.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,1,4.7,7.2,,13.3,1.8,,,1968-07-01 00:00:00,,7060080.1968.7.1,19.4,,ALBANEL,,,,,1.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0.6,,0,,,,,2,0,14.4,,18.6,0,,,1968-07-02 00:00:00,,7060080.1968.7.2,22.8,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,3,1.9,8.9,,16.1,0,,,1968-07-03 00:00:00,,7060080.1968.7.3,23.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,4,1.3,6.7,,16.7,0,,,1968-07-04 00:00:00,,7060080.1968.7.4,26.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,5,3.5,8.9,,14.5,2.5,,,1968-07-05 00:00:00,,7060080.1968.7.5,20,,ALBANEL,,,,,2.5,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,6,4.1,7.2,,13.9,0,,,1968-07-06 00:00:00,,7060080.1968.7.6,20.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,7,5.2,5.6,,12.8,0,,,1968-07-07 00:00:00,,7060080.1968.7.7,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,2.3,,0,,,,,8,0,13.3,,20.3,0,,,1968-07-08 00:00:00,,7060080.1968.7.8,27.2,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,4,,0,,,,,9,0,17.2,,22,17,,,1968-07-09 00:00:00,,7060080.1968.7.9,26.7,,ALBANEL,,,,,17,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,10,4.6,6.7,,13.4,0,,,1968-07-10 00:00:00,,7060080.1968.7.10,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,11,2.4,5.6,,15.6,0,,,1968-07-11 00:00:00,,7060080.1968.7.11,25.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0.3,,0,,,,,12,0,13.3,,18.3,0,,,1968-07-12 00:00:00,,7060080.1968.7.12,23.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,13,3.8,5,,14.2,0,,,1968-07-13 00:00:00,,7060080.1968.7.13,23.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,2.3,,0,,,,,14,0,11.1,,20.3,0,,,1968-07-14 00:00:00,,7060080.1968.7.14,29.4,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,9,,0,,,,,15,0,20,,27,0,,,1968-07-15 00:00:00,,7060080.1968.7.15,33.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,7.6,,0,,,,,16,0,18.9,,25.6,0,,,1968-07-16 00:00:00,,7060080.1968.7.16,32.2,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,1.5,,0,,,,,17,0,10.6,,19.5,13.2,,,1968-07-17 00:00:00,,7060080.1968.7.17,28.3,,ALBANEL,,,,,13.2,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,2.9,,0,,,,,18,0,11.1,,20.9,14,,,1968-07-18 00:00:00,,7060080.1968.7.18,30.6,,ALBANEL,,,,,14,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,3.4,,0,,,,,19,0,18.9,,21.4,6.9,,,1968-07-19 00:00:00,,7060080.1968.7.19,23.9,,ALBANEL,,,,,6.9,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,20,3.2,8.9,,14.8,2,,,1968-07-20 00:00:00,,7060080.1968.7.20,20.6,,ALBANEL,,,,,2,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,21,2.1,10.6,,15.9,1.5,,,1968-07-21 00:00:00,,7060080.1968.7.21,21.1,,ALBANEL,,,,,1.5,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,2,,0,,,,,22,0,14.4,,20,5.8,,,1968-07-22 00:00:00,,7060080.1968.7.22,25.6,,ALBANEL,,,,,5.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,23,1.3,10,,16.7,7.6,,,1968-07-23 00:00:00,,7060080.1968.7.23,23.3,,ALBANEL,,,,,7.6,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,E,0,,,,,24,4.6,11.1,,13.4,6.4,,,1968-07-24 00:00:00,,7060080.1968.7.24,15.6,E,ALBANEL,,,,,6.4,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,25,2.4,8.3,,15.6,0,,,1968-07-25 00:00:00,,7060080.1968.7.25,22.8,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,26,1,8.3,,17,0,,,1968-07-26 00:00:00,,7060080.1968.7.26,25.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,1.8,,0,,,,,27,0,13.9,,19.8,1.3,,,1968-07-27 00:00:00,,7060080.1968.7.27,25.6,,ALBANEL,,,,,1.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,28,2.4,12.2,,15.6,4.3,,,1968-07-28 00:00:00,,7060080.1968.7.28,18.9,,ALBANEL,,,,,4.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,29,6.6,6.7,,11.4,0.8,,,1968-07-29 00:00:00,,7060080.1968.7.29,16.1,,ALBANEL,,,,,0.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0,,0,,,,,30,5.2,5,,12.8,0,,,1968-07-30 00:00:00,,7060080.1968.7.30,20.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,7,0.4,,0,,,,,31,0,10.6,,18.4,11.9,,,1968-07-31 00:00:00,,7060080.1968.7.31,26.1,,ALBANEL,,,,,11.9,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,1,3,9.4,,15,0,,,1968-08-01 00:00:00,,7060080.1968.8.1,20.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,2,1.3,8.3,,16.7,0,,,1968-08-02 00:00:00,,7060080.1968.8.2,25,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0.1,T,0,,,,,3,0,12.8,,18.1,0,,,1968-08-03 00:00:00,,7060080.1968.8.3,23.3,T,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,4,1.8,11.7,,16.2,0,,,1968-08-04 00:00:00,,7060080.1968.8.4,20.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,5,4.6,3.9,,13.4,0,,,1968-08-05 00:00:00,,7060080.1968.8.5,22.8,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0.4,,0,,,,,6,0,13.9,,18.4,10.9,,,1968-08-06 00:00:00,,7060080.1968.8.6,22.8,,ALBANEL,,,,,10.9,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,7,4.7,7.2,,13.3,0,,,1968-08-07 00:00:00,,7060080.1968.8.7,19.4,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,8,7.2,4.4,,10.8,0,,,1968-08-08 00:00:00,,7060080.1968.8.8,17.2,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,9,6.6,5.6,,11.4,5.8,,,1968-08-09 00:00:00,,7060080.1968.8.9,17.2,,ALBANEL,,,,,5.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,10,6.3,6.7,,11.7,4.8,,,1968-08-10 00:00:00,,7060080.1968.8.10,16.7,,ALBANEL,,,,,4.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,11,8.5,3.3,,9.5,1.3,,,1968-08-11 00:00:00,,7060080.1968.8.11,15.6,,ALBANEL,,,,,1.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,12,3.8,9.4,,14.2,0,,,1968-08-12 00:00:00,,7060080.1968.8.12,18.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,13,5.8,7.2,,12.2,5.1,,,1968-08-13 00:00:00,,7060080.1968.8.13,17.2,,ALBANEL,,,,,5.1,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,14,1,13.3,,17,4.3,,,1968-08-14 00:00:00,,7060080.1968.8.14,20.6,,ALBANEL,,,,,4.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,15,4.4,9.4,,13.6,0,,,1968-08-15 00:00:00,,7060080.1968.8.15,17.8,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,16,7.4,3.3,,10.6,0,,,1968-08-16 00:00:00,,7060080.1968.8.16,17.8,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,17,3.2,12.8,,14.8,12.7,,,1968-08-17 00:00:00,,7060080.1968.8.17,16.7,,ALBANEL,,,,,12.7,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,18,6.9,3.3,,11.1,0,,,1968-08-18 00:00:00,,7060080.1968.8.18,18.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,19,6.9,3.3,,11.1,0,,,1968-08-19 00:00:00,,7060080.1968.8.19,18.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,20,5.8,7.2,,12.2,32.3,,,1968-08-20 00:00:00,,7060080.1968.8.20,17.2,,ALBANEL,,,,,32.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,21,4.1,11.1,,13.9,0,,,1968-08-21 00:00:00,,7060080.1968.8.21,16.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,22,6.3,3.3,,11.7,0,,,1968-08-22 00:00:00,,7060080.1968.8.22,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,23,6,8.3,,12,1.3,,,1968-08-23 00:00:00,,7060080.1968.8.23,15.6,,ALBANEL,,,,,1.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,24,3,10,,15,14.2,,,1968-08-24 00:00:00,,7060080.1968.8.24,20,,ALBANEL,,,,,14.2,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,25,1.3,13.3,,16.7,0,,,1968-08-25 00:00:00,,7060080.1968.8.25,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,26,4.9,10,,13.1,0,,,1968-08-26 00:00:00,,7060080.1968.8.26,16.1,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,27,6.3,7.8,,11.7,1.3,,,1968-08-27 00:00:00,,7060080.1968.8.27,15.6,,ALBANEL,,,,,1.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,28,5.8,7.2,,12.2,4.6,,,1968-08-28 00:00:00,,7060080.1968.8.28,17.2,,ALBANEL,,,,,4.6,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,29,3,9.4,,15,0,,,1968-08-29 00:00:00,,7060080.1968.8.29,20.6,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,30,4.6,10,,13.4,0.8,,,1968-08-30 00:00:00,,7060080.1968.8.30,16.7,,ALBANEL,,,,,0.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,8,0,,0,,,,,31,6.6,6.1,,11.4,0,,,1968-08-31 00:00:00,,7060080.1968.8.31,16.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,1,4.6,5,,13.4,0,,,1968-09-01 00:00:00,,7060080.1968.9.1,21.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,2,3.5,7.2,,14.5,0,,,1968-09-02 00:00:00,,7060080.1968.9.2,21.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,3,4.4,10,,13.6,0,,,1968-09-03 00:00:00,,7060080.1968.9.3,17.2,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,4,3.3,9.4,,14.7,0,,,1968-09-04 00:00:00,,7060080.1968.9.4,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,5,2.4,7.8,,15.6,0,,,1968-09-05 00:00:00,,7060080.1968.9.5,23.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,6,3,11.1,,15,6.4,,,1968-09-06 00:00:00,,7060080.1968.9.6,18.9,,ALBANEL,,,,,6.4,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,7,3.2,11.7,,14.8,2.8,,,1968-09-07 00:00:00,,7060080.1968.9.7,17.8,,ALBANEL,,,,,2.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,8,4.1,9.4,,13.9,0,,,1968-09-08 00:00:00,,7060080.1968.9.8,18.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,9,1.3,11.1,,16.7,0,,,1968-09-09 00:00:00,,7060080.1968.9.9,22.2,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,10,0.2,12.2,,17.8,5.1,,,1968-09-10 00:00:00,,7060080.1968.9.10,23.3,,ALBANEL,,,,,5.1,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,11,3,10,,15,7.9,,,1968-09-11 00:00:00,,7060080.1968.9.11,20,,ALBANEL,,,,,7.9,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,12,7.7,7.2,,10.3,1.5,,,1968-09-12 00:00:00,,7060080.1968.9.12,13.3,,ALBANEL,,,,,1.5,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,13,9.6,5,,8.4,0,,,1968-09-13 00:00:00,,7060080.1968.9.13,11.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,14,8.8,1.7,,9.2,0,,,1968-09-14 00:00:00,,7060080.1968.9.14,16.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,15,7.7,1.1,,10.3,0,,,1968-09-15 00:00:00,,7060080.1968.9.15,19.4,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,16,1.3,11.7,,16.7,0,,,1968-09-16 00:00:00,,7060080.1968.9.16,21.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,17,3.3,9.4,,14.7,0,,,1968-09-17 00:00:00,,7060080.1968.9.17,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,18,2.4,10,,15.6,0,,,1968-09-18 00:00:00,,7060080.1968.9.18,21.1,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,19,0.2,9.4,,17.8,0,,,1968-09-19 00:00:00,,7060080.1968.9.19,26.1,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0.4,,0,,,,,20,0,10,,18.4,0,,,1968-09-20 00:00:00,,7060080.1968.9.20,26.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,21,3,5.6,,15,6.6,,,1968-09-21 00:00:00,,7060080.1968.9.21,24.4,,ALBANEL,,,,,6.6,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,22,1.6,12.8,,16.4,0,,,1968-09-22 00:00:00,,7060080.1968.9.22,20,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,23,4.1,10,,13.9,0,,,1968-09-23 00:00:00,,7060080.1968.9.23,17.8,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,24,1.6,10.6,,16.4,4.3,,,1968-09-24 00:00:00,,7060080.1968.9.24,22.2,,ALBANEL,,,,,4.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,25,0.2,14.4,,17.8,0,,,1968-09-25 00:00:00,,7060080.1968.9.25,21.1,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,26,6,7.2,,12,0,,,1968-09-26 00:00:00,,7060080.1968.9.26,16.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,27,6.9,7.2,,11.1,2.5,,,1968-09-27 00:00:00,,7060080.1968.9.27,15,,ALBANEL,,,,,2.5,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,28,9.3,5.6,,8.7,0,,,1968-09-28 00:00:00,,7060080.1968.9.28,11.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,29,11.3,0.6,,6.7,1.5,,,1968-09-29 00:00:00,,7060080.1968.9.29,12.8,,ALBANEL,,,,,1.5,7060080,1968,,,,,QC
-72.45,48.88333333333333,9,0,,0,,,,,30,10.5,2.8,,7.5,0,,,1968-09-30 00:00:00,,7060080.1968.9.30,12.2,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,1,6.3,5,,11.7,1.3,,,1968-10-01 00:00:00,,7060080.1968.10.1,18.3,,ALBANEL,,,,,1.3,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,2,6,6.7,,12,7.6,,,1968-10-02 00:00:00,,7060080.1968.10.2,17.2,,ALBANEL,,,,,7.6,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,3,2.7,13.3,,15.3,8.1,,,1968-10-03 00:00:00,,7060080.1968.10.3,17.2,,ALBANEL,,,,,8.1,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,4,11.1,4.4,,6.9,0,,,1968-10-04 00:00:00,,7060080.1968.10.4,9.4,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,5,13.5,0,,4.5,0,,,1968-10-05 00:00:00,,7060080.1968.10.5,8.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,6,14.6,-2.2,,3.4,0,,,1968-10-06 00:00:00,,7060080.1968.10.6,8.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,7,13.5,0,,4.5,0,,,1968-10-07 00:00:00,,7060080.1968.10.7,8.9,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,8,11.6,0,,6.4,0,,,1968-10-08 00:00:00,,7060080.1968.10.8,12.8,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,9,12.4,-2.2,,5.6,0,,,1968-10-09 00:00:00,,7060080.1968.10.9,13.3,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,10,9.9,3.3,,8.1,2,,,1968-10-10 00:00:00,,7060080.1968.10.10,12.8,,ALBANEL,,,,,2,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,11,6.9,7.8,,11.1,0,,,1968-10-11 00:00:00,,7060080.1968.10.11,14.4,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,12,8.3,6.1,,9.7,0.5,,,1968-10-12 00:00:00,,7060080.1968.10.12,13.3,,ALBANEL,,,,,0.5,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,13,11.3,1.7,,6.7,0,,,1968-10-13 00:00:00,,7060080.1968.10.13,11.7,,ALBANEL,,,,,0,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,14,10.8,0,,7.2,5.8,,,1968-10-14 00:00:00,,7060080.1968.10.14,14.4,,ALBANEL,,,,,5.8,7060080,1968,,,,,QC
-72.45,48.88333333333333,10,0,,0,,,,,15,2.7,10,,15.3,1,,,1968-10-15 00:00:00,,7060080.1968.10.15,20.6,,ALBANEL,,,,,1,7060080,1968,,,,,QC
