x,y,VISIBILITY_FLAG,TEMP,CLIMATE_IDENTIFIER,WIND_SPEED,STATION_PRESSURE_FLAG,LOCAL_HOUR,PROVINCE_CODE,HUMIDEX_FLAG,STATION_PRESSURE,WEATHER_ENG_DESC,LOCAL_MONTH,UTC_DAY,LOCAL_DATE,UTC_YEAR,WIND_DIRECTION_FLAG,LOCAL_YEAR,HUMIDEX,LOCAL_DAY,UTC_MONTH,DEW_POINT_TEMP_FLAG,WINDCHILL,RELATIVE_HUMIDITY_FLAG,RELATIVE_HUMIDITY,WIND_DIRECTION,PRECIP_AMOUNT,ID,PRECIP_AMOUNT_FLAG,VISIBILITY,WINDCHILL_FLAG,WEATHER_FRE_DESC,UTC_DATE,STATION_NAME,DEW_POINT_TEMP,TEMP_FLAG,WIND_SPEED_FLAG
-73.34944444444444,45.29388888888889,,-14.1,702LED4,29,M,14,QC,,,NA,1,19,2016-01-19 14:00:00,2016,,2016,,19,1,,-25,,84,27,0.1,702LED4.2016.1.19.14,,,,ND,2016-01-19T19:00:00,L'ACADIE,-16.2,,
-73.34944444444444,45.29388888888889,,-13.2,702LED4,24,M,15,QC,,,NA,1,19,2016-01-19 15:00:00,2016,,2016,,19,1,,-23,,81,27,0,702LED4.2016.1.19.15,,,,ND,2016-01-19T20:00:00,L'ACADIE,-15.7,,
-73.34944444444444,45.29388888888889,,-12.4,702LED4,24,M,16,QC,,,NA,1,19,2016-01-19 16:00:00,2016,,2016,,19,1,,-22,,82,27,0.1,702LED4.2016.1.19.16,,,,ND,2016-01-19T21:00:00,L'ACADIE,-14.9,,
-73.34944444444444,45.29388888888889,,-11.1,702LED4,26,M,17,QC,,,NA,1,19,2016-01-19 17:00:00,2016,,2016,,19,1,,-20,,81,27,0,702LED4.2016.1.19.17,,,,ND,2016-01-19T22:00:00,L'ACADIE,-13.8,,
-73.34944444444444,45.29388888888889,,-10.4,702LED4,23,M,18,QC,,,NA,1,19,2016-01-19 18:00:00,2016,,2016,,19,1,,-19,,79,26,0,702LED4.2016.1.19.18,,,,ND,2016-01-19T23:00:00,L'ACADIE,-13.3,,
-73.34944444444444,45.29388888888889,,-9.6,702LED4,27,M,19,QC,,,NA,1,20,2016-01-19 19:00:00,2016,,2016,,19,1,,-19,,78,27,0,702LED4.2016.1.19.19,,,,ND,2016-01-20T00:00:00,L'ACADIE,-12.7,,
-73.34944444444444,45.29388888888889,,-9.3,702LED4,27,M,20,QC,,,NA,1,20,2016-01-19 20:00:00,2016,,2016,,19,1,,-18,,77,26,0,702LED4.2016.1.19.20,,,,ND,2016-01-20T01:00:00,L'ACADIE,-12.6,,
-73.34944444444444,45.29388888888889,,-9.0,702LED4,24,M,21,QC,,,NA,1,20,2016-01-19 21:00:00,2016,,2016,,19,1,,-17,,75,27,0.1,702LED4.2016.1.19.21,,,,ND,2016-01-20T02:00:00,L'ACADIE,-12.6,,
-73.34944444444444,45.29388888888889,,-8.8,702LED4,21,M,22,QC,,,NA,1,20,2016-01-19 22:00:00,2016,,2016,,19,1,,-17,,76,27,0,702LED4.2016.1.19.22,,,,ND,2016-01-20T03:00:00,L'ACADIE,-12.3,,
-73.34944444444444,45.29388888888889,,-9.0,702LED4,21,M,23,QC,,,NA,1,20,2016-01-19 23:00:00,2016,,2016,,19,1,,-17,,77,27,0,702LED4.2016.1.19.23,,,,ND,2016-01-20T04:00:00,L'ACADIE,-12.3,,
-73.34944444444444,45.29388888888889,,-9.9,702LED4,19,M,0,QC,,,NA,1,20,2016-01-20 00:00:00,2016,,2016,,20,1,,-18,,77,26,0,702LED4.2016.1.20.0,,,,ND,2016-01-20T05:00:00,L'ACADIE,-13.2,,
-73.34944444444444,45.29388888888889,,-10.3,702LED4,21,M,1,QC,,,NA,1,20,2016-01-20 01:00:00,2016,,2016,,20,1,,-18,,78,26,0,702LED4.2016.1.20.1,,,,ND,2016-01-20T06:00:00,L'ACADIE,-13.3,,
-73.34944444444444,45.29388888888889,,-10.5,702LED4,18,M,2,QC,,,NA,1,20,2016-01-20 02:00:00,2016,,2016,,20,1,,-18,,79,27,0,702LED4.2016.1.20.2,,,,ND,2016-01-20T07:00:00,L'ACADIE,-13.3,,
-73.34944444444444,45.29388888888889,,-10.3,702LED4,21,M,3,QC,,,NA,1,20,2016-01-20 03:00:00,2016,,2016,,20,1,,-18,,79,27,0,702LED4.2016.1.20.3,,,,ND,2016-01-20T08:00:00,L'ACADIE,-13.2,,
-73.34944444444444,45.29388888888889,,-9.7,702LED4,18,M,4,QC,,,NA,1,20,2016-01-20 04:00:00,2016,,2016,,20,1,,-17,,79,27,0,702LED4.2016.1.20.4,,,,ND,2016-01-20T09:00:00,L'ACADIE,-12.6,,
-73.34944444444444,45.29388888888889,,-9.0,702LED4,15,M,5,QC,,,NA,1,20,2016-01-20 05:00:00,2016,,2016,,20,1,,-16,,78,26,0,702LED4.2016.1.20.5,,,,ND,2016-01-20T10:00:00,L'ACADIE,-12.1,,
-73.34944444444444,45.29388888888889,,-8.5,702LED4,19,M,6,QC,,,NA,1,20,2016-01-20 06:00:00,2016,,2016,,20,1,,-16,,77,27,0,702LED4.2016.1.20.6,,,,ND,2016-01-20T11:00:00,L'ACADIE,-11.8,,
-73.34944444444444,45.29388888888889,,-8.3,702LED4,17,M,7,QC,,,NA,1,20,2016-01-20 07:00:00,2016,,2016,,20,1,,-15,,78,27,0,702LED4.2016.1.20.7,,,,ND,2016-01-20T12:00:00,L'ACADIE,-11.5,,
-73.34944444444444,45.29388888888889,,-8.4,702LED4,16,M,8,QC,,,NA,1,20,2016-01-20 08:00:00,2016,,2016,,20,1,,-15,,78,27,0,702LED4.2016.1.20.8,,,,ND,2016-01-20T13:00:00,L'ACADIE,-11.6,,
-73.34944444444444,45.29388888888889,,-8.7,702LED4,17,M,9,QC,,,NA,1,20,2016-01-20 09:00:00,2016,,2016,,20,1,,-16,,80,26,0,702LED4.2016.1.20.9,,,,ND,2016-01-20T14:00:00,L'ACADIE,-11.5,,
-73.34944444444444,45.29388888888889,,-8.6,702LED4,18,M,10,QC,,,NA,1,20,2016-01-20 10:00:00,2016,,2016,,20,1,,-16,,77,26,0,702LED4.2016.1.20.10,,,,ND,2016-01-20T15:00:00,L'ACADIE,-11.9,,
-73.34944444444444,45.29388888888889,,-8.1,702LED4,17,M,11,QC,,,NA,1,20,2016-01-20 11:00:00,2016,,2016,,20,1,,-15,,73,27,0,702LED4.2016.1.20.11,,,,ND,2016-01-20T16:00:00,L'ACADIE,-12.0,,
-73.34944444444444,45.29388888888889,,-7.2,702LED4,14,M,12,QC,,,NA,1,20,2016-01-20 12:00:00,2016,,2016,,20,1,,-13,,71,26,0,702LED4.2016.1.20.12,,,,ND,2016-01-20T17:00:00,L'ACADIE,-11.6,,
-73.34944444444444,45.29388888888889,,-6.9,702LED4,17,M,13,QC,,,NA,1,20,2016-01-20 13:00:00,2016,,2016,,20,1,,-13,,68,26,0,702LED4.2016.1.20.13,,,,ND,2016-01-20T18:00:00,L'ACADIE,-11.8,,
-73.34944444444444,45.29388888888889,,-6.0,702LED4,16,M,14,QC,,,NA,1,20,2016-01-20 14:00:00,2016,,2016,,20,1,,-12,,65,26,0,702LED4.2016.1.20.14,,,,ND,2016-01-20T19:00:00,L'ACADIE,-11.6,,
-73.34944444444444,45.29388888888889,,-5.8,702LED4,17,M,15,QC,,,NA,1,20,2016-01-20 15:00:00,2016,,2016,,20,1,,-12,,63,27,0,702LED4.2016.1.20.15,,,,ND,2016-01-20T20:00:00,L'ACADIE,-11.6,,
-73.34944444444444,45.29388888888889,,-6.1,702LED4,18,M,16,QC,,,NA,1,20,2016-01-20 16:00:00,2016,,2016,,20,1,,-13,,64,27,0,702LED4.2016.1.20.16,,,,ND,2016-01-20T21:00:00,L'ACADIE,-11.9,,
-73.34944444444444,45.29388888888889,,-7.0,702LED4,13,M,17,QC,,,NA,1,20,2016-01-20 17:00:00,2016,,2016,,20,1,,-13,,67,27,0,702LED4.2016.1.20.17,,,,ND,2016-01-20T22:00:00,L'ACADIE,-12.0,,
-73.34944444444444,45.29388888888889,,-7.6,702LED4,12,M,18,QC,,,NA,1,20,2016-01-20 18:00:00,2016,,2016,,20,1,,-13,,68,27,0,702LED4.2016.1.20.18,,,,ND,2016-01-20T23:00:00,L'ACADIE,-12.4,,
-73.34944444444444,45.29388888888889,,-8.0,702LED4,10,M,19,QC,,,NA,1,21,2016-01-20 19:00:00,2016,,2016,,20,1,,-13,,69,28,0,702LED4.2016.1.20.19,,,,ND,2016-01-21T00:00:00,L'ACADIE,-12.7,,
-73.34944444444444,45.29388888888889,,-8.3,702LED4,10,M,20,QC,,,NA,1,21,2016-01-20 20:00:00,2016,,2016,,20,1,,-13,,70,29,0,702LED4.2016.1.20.20,,,,ND,2016-01-21T01:00:00,L'ACADIE,-12.8,,
-73.34944444444444,45.29388888888889,,-9.0,702LED4,8,M,21,QC,,,NA,1,21,2016-01-20 21:00:00,2016,,2016,,20,1,,-13,,72,28,0,702LED4.2016.1.20.21,,,,ND,2016-01-21T02:00:00,L'ACADIE,-13.2,,
-73.34944444444444,45.29388888888889,,-9.7,702LED4,8,M,22,QC,,,NA,1,21,2016-01-20 22:00:00,2016,,2016,,20,1,,-14,,75,29,0,702LED4.2016.1.20.22,,,,ND,2016-01-21T03:00:00,L'ACADIE,-13.2,,
-73.34944444444444,45.29388888888889,,-10.4,702LED4,4,M,23,QC,,,NA,1,21,2016-01-20 23:00:00,2016,,2016,,20,1,,-13,,78,27,0,702LED4.2016.1.20.23,,,,ND,2016-01-21T04:00:00,L'ACADIE,-13.5,,
-73.34944444444444,45.29388888888889,,-11.8,702LED4,4,M,0,QC,,,NA,1,21,2016-01-21 00:00:00,2016,,2016,,21,1,,-14,,82,29,0,702LED4.2016.1.21.0,,,,ND,2016-01-21T05:00:00,L'ACADIE,-14.3,,
-73.34944444444444,45.29388888888889,,-11.7,702LED4,5,M,1,QC,,,NA,1,21,2016-01-21 01:00:00,2016,,2016,,21,1,,-15,,82,28,0,702LED4.2016.1.21.1,,,,ND,2016-01-21T06:00:00,L'ACADIE,-14.1,,
-73.34944444444444,45.29388888888889,,-14.0,702LED4,4,M,2,QC,,,NA,1,21,2016-01-21 02:00:00,2016,,2016,,21,1,,-17,,84,25,0,702LED4.2016.1.21.2,,,,ND,2016-01-21T07:00:00,L'ACADIE,-16.1,,
-73.34944444444444,45.29388888888889,,-12.9,702LED4,8,M,3,QC,,,NA,1,21,2016-01-21 03:00:00,2016,,2016,,21,1,,-18,,84,27,0,702LED4.2016.1.21.3,,,,ND,2016-01-21T08:00:00,L'ACADIE,-14.9,,
-73.34944444444444,45.29388888888889,,-13.5,702LED4,9,M,4,QC,,,NA,1,21,2016-01-21 04:00:00,2016,,2016,,21,1,,-19,,85,27,0,702LED4.2016.1.21.4,,,,ND,2016-01-21T09:00:00,L'ACADIE,-15.5,,
-73.34944444444444,45.29388888888889,,-13.3,702LED4,9,M,5,QC,,,NA,1,21,2016-01-21 05:00:00,2016,,2016,,21,1,,-19,,85,29,0,702LED4.2016.1.21.5,,,,ND,2016-01-21T10:00:00,L'ACADIE,-15.4,,
-73.34944444444444,45.29388888888889,,-13.6,702LED4,8,M,6,QC,,,NA,1,21,2016-01-21 06:00:00,2016,,2016,,21,1,,-19,,85,28,0,702LED4.2016.1.21.6,,,,ND,2016-01-21T11:00:00,L'ACADIE,-15.6,,
-73.34944444444444,45.29388888888889,,-13.9,702LED4,9,M,7,QC,,,NA,1,21,2016-01-21 07:00:00,2016,,2016,,21,1,,-20,,84,28,0,702LED4.2016.1.21.7,,,,ND,2016-01-21T12:00:00,L'ACADIE,-16.0,,
-73.34944444444444,45.29388888888889,,-13.8,702LED4,10,M,8,QC,,,NA,1,21,2016-01-21 08:00:00,2016,,2016,,21,1,,-20,,83,26,0,702LED4.2016.1.21.8,,,,ND,2016-01-21T13:00:00,L'ACADIE,-16.1,,
-73.34944444444444,45.29388888888889,,-12.8,702LED4,9,M,9,QC,,,NA,1,21,2016-01-21 09:00:00,2016,,2016,,21,1,,-18,,78,26,0,702LED4.2016.1.21.9,,,,ND,2016-01-21T14:00:00,L'ACADIE,-15.9,,
-73.34944444444444,45.29388888888889,,-11.3,702LED4,9,M,10,QC,,,NA,1,21,2016-01-21 10:00:00,2016,,2016,,21,1,,-16,,74,27,0,702LED4.2016.1.21.10,,,,ND,2016-01-21T15:00:00,L'ACADIE,-15.1,,
-73.34944444444444,45.29388888888889,,-10.1,702LED4,13,M,11,QC,,,NA,1,21,2016-01-21 11:00:00,2016,,2016,,21,1,,-16,,70,26,0,702LED4.2016.1.21.11,,,,ND,2016-01-21T16:00:00,L'ACADIE,-14.6,,
-73.34944444444444,45.29388888888889,,-9.3,702LED4,16,M,12,QC,,,NA,1,21,2016-01-21 12:00:00,2016,,2016,,21,1,,-16,,67,26,0,702LED4.2016.1.21.12,,,,ND,2016-01-21T17:00:00,L'ACADIE,-14.4,,
-73.34944444444444,45.29388888888889,,-8.9,702LED4,16,M,13,QC,,,NA,1,21,2016-01-21 13:00:00,2016,,2016,,21,1,,-16,,67,26,0,702LED4.2016.1.21.13,,,,ND,2016-01-21T18:00:00,L'ACADIE,-13.8,,
-73.34944444444444,45.29388888888889,,-8.8,702LED4,19,M,14,QC,,,NA,1,21,2016-01-21 14:00:00,2016,,2016,,21,1,,-16,,67,26,0,702LED4.2016.1.21.14,,,,ND,2016-01-21T19:00:00,L'ACADIE,-13.7,,
-73.34944444444444,45.29388888888889,,-8.3,702LED4,18,M,15,QC,,,NA,1,21,2016-01-21 15:00:00,2016,,2016,,21,1,,-15,,66,27,0,702LED4.2016.1.21.15,,,,ND,2016-01-21T20:00:00,L'ACADIE,-13.5,,
-73.34944444444444,45.29388888888889,,-8.5,702LED4,16,M,16,QC,,,NA,1,21,2016-01-21 16:00:00,2016,,2016,,21,1,,-15,,67,26,0,702LED4.2016.1.21.16,,,,ND,2016-01-21T21:00:00,L'ACADIE,-13.6,,
-73.34944444444444,45.29388888888889,,-9.2,702LED4,16,M,17,QC,,,NA,1,21,2016-01-21 17:00:00,2016,,2016,,21,1,,-16,,70,26,0,702LED4.2016.1.21.17,,,,ND,2016-01-21T22:00:00,L'ACADIE,-13.7,,
-73.34944444444444,45.29388888888889,,-9.5,702LED4,13,M,18,QC,,,NA,1,21,2016-01-21 18:00:00,2016,,2016,,21,1,,-16,,71,27,0,702LED4.2016.1.21.18,,,,ND,2016-01-21T23:00:00,L'ACADIE,-13.7,,
-73.34944444444444,45.29388888888889,,-9.9,702LED4,10,M,19,QC,,,NA,1,22,2016-01-21 19:00:00,2016,,2016,,21,1,,-15,,72,28,0,702LED4.2016.1.21.19,,,,ND,2016-01-22T00:00:00,L'ACADIE,-14.0,,
-73.34944444444444,45.29388888888889,,-10.9,702LED4,9,M,20,QC,,,NA,1,22,2016-01-21 20:00:00,2016,,2016,,21,1,,-16,,75,27,0,702LED4.2016.1.21.20,,,,ND,2016-01-22T01:00:00,L'ACADIE,-14.5,,
-73.34944444444444,45.29388888888889,,-11.2,702LED4,10,M,21,QC,,,NA,1,22,2016-01-21 21:00:00,2016,,2016,,21,1,,-17,,74,27,0,702LED4.2016.1.21.21,,,,ND,2016-01-22T02:00:00,L'ACADIE,-14.9,,
-73.34944444444444,45.29388888888889,,-11.3,702LED4,8,M,22,QC,,,NA,1,22,2016-01-21 22:00:00,2016,,2016,,21,1,,-16,,75,28,0,702LED4.2016.1.21.22,,,,ND,2016-01-22T03:00:00,L'ACADIE,-14.9,,
-73.34944444444444,45.29388888888889,,-10.2,702LED4,8,M,23,QC,,,NA,1,22,2016-01-21 23:00:00,2016,,2016,,21,1,,-15,,72,29,0,702LED4.2016.1.21.23,,,,ND,2016-01-22T04:00:00,L'ACADIE,-14.3,,
-73.34944444444444,45.29388888888889,,-9.9,702LED4,9,M,0,QC,,,NA,1,22,2016-01-22 00:00:00,2016,,2016,,22,1,,-15,,75,27,0,702LED4.2016.1.22.0,,,,ND,2016-01-22T05:00:00,L'ACADIE,-13.4,,
-73.34944444444444,45.29388888888889,,-10.0,702LED4,9,M,1,QC,,,NA,1,22,2016-01-22 01:00:00,2016,,2016,,22,1,,-15,,77,27,0,702LED4.2016.1.22.1,,,,ND,2016-01-22T06:00:00,L'ACADIE,-13.3,,
-73.34944444444444,45.29388888888889,,-8.7,702LED4,8,M,2,QC,,,NA,1,22,2016-01-22 02:00:00,2016,,2016,,22,1,,-13,,75,27,0,702LED4.2016.1.22.2,,,,ND,2016-01-22T07:00:00,L'ACADIE,-12.4,,
-73.34944444444444,45.29388888888889,,-8.2,702LED4,12,M,3,QC,,,NA,1,22,2016-01-22 03:00:00,2016,,2016,,22,1,,-14,,74,28,0,702LED4.2016.1.22.3,,,,ND,2016-01-22T08:00:00,L'ACADIE,-12.0,,
-73.34944444444444,45.29388888888889,,-8.3,702LED4,9,M,4,QC,,,NA,1,22,2016-01-22 04:00:00,2016,,2016,,22,1,,-13,,75,29,0,702LED4.2016.1.22.4,,,,ND,2016-01-22T09:00:00,L'ACADIE,-12.0,,
-73.34944444444444,45.29388888888889,,-7.9,702LED4,11,M,5,QC,,,NA,1,22,2016-01-22 05:00:00,2016,,2016,,22,1,,-13,,73,29,0,702LED4.2016.1.22.5,,,,ND,2016-01-22T10:00:00,L'ACADIE,-11.9,,
-73.34944444444444,45.29388888888889,,-7.8,702LED4,9,M,6,QC,,,NA,1,22,2016-01-22 06:00:00,2016,,2016,,22,1,,-12,,73,30,0,702LED4.2016.1.22.6,,,,ND,2016-01-22T11:00:00,L'ACADIE,-11.7,,
-73.34944444444444,45.29388888888889,,-8.1,702LED4,6,M,7,QC,,,NA,1,22,2016-01-22 07:00:00,2016,,2016,,22,1,,-11,,73,31,0,702LED4.2016.1.22.7,,,,ND,2016-01-22T12:00:00,L'ACADIE,-12.2,,
-73.34944444444444,45.29388888888889,,-8.7,702LED4,7,M,8,QC,,,NA,1,22,2016-01-22 08:00:00,2016,,2016,,22,1,,-13,,71,29,0,702LED4.2016.1.22.8,,,,ND,2016-01-22T13:00:00,L'ACADIE,-13.0,,
-73.34944444444444,45.29388888888889,,-7.8,702LED4,9,M,9,QC,,,NA,1,22,2016-01-22 09:00:00,2016,,2016,,22,1,,-12,,69,29,0,702LED4.2016.1.22.9,,,,ND,2016-01-22T14:00:00,L'ACADIE,-12.5,,
-73.34944444444444,45.29388888888889,,-6.9,702LED4,10,M,10,QC,,,NA,1,22,2016-01-22 10:00:00,2016,,2016,,22,1,,-12,,68,27,0,702LED4.2016.1.22.10,,,,ND,2016-01-22T15:00:00,L'ACADIE,-11.8,,
-73.34944444444444,45.29388888888889,,-6.2,702LED4,9,M,11,QC,,,NA,1,22,2016-01-22 11:00:00,2016,,2016,,22,1,,-10,,67,27,0,702LED4.2016.1.22.11,,,,ND,2016-01-22T16:00:00,L'ACADIE,-11.3,,
-73.34944444444444,45.29388888888889,,-5.8,702LED4,11,M,12,QC,,,NA,1,22,2016-01-22 12:00:00,2016,,2016,,22,1,,-11,,65,28,0,702LED4.2016.1.22.12,,,,ND,2016-01-22T17:00:00,L'ACADIE,-11.3,,
-73.34944444444444,45.29388888888889,,-4.9,702LED4,9,M,13,QC,,,NA,1,22,2016-01-22 13:00:00,2016,,2016,,22,1,,-9,,62,27,0,702LED4.2016.1.22.13,,,,ND,2016-01-22T18:00:00,L'ACADIE,-11.0,,
-73.34944444444444,45.29388888888889,,-4.5,702LED4,8,M,14,QC,,,NA,1,22,2016-01-22 14:00:00,2016,,2016,,22,1,,-8,,61,27,0,702LED4.2016.1.22.14,,,,ND,2016-01-22T19:00:00,L'ACADIE,-10.9,,
-73.34944444444444,45.29388888888889,,-4.4,702LED4,9,M,15,QC,,,NA,1,22,2016-01-22 15:00:00,2016,,2016,,22,1,,-8,,61,27,0,702LED4.2016.1.22.15,,,,ND,2016-01-22T20:00:00,L'ACADIE,-10.8,,
-73.34944444444444,45.29388888888889,,-4.8,702LED4,4,M,16,QC,,,NA,1,22,2016-01-22 16:00:00,2016,,2016,,22,1,,-7,,63,27,0,702LED4.2016.1.22.16,,,,ND,2016-01-22T21:00:00,L'ACADIE,-10.8,,
-73.34944444444444,45.29388888888889,,-7.1,702LED4,6,M,17,QC,,,NA,1,22,2016-01-22 17:00:00,2016,,2016,,22,1,,-10,,76,23,0,702LED4.2016.1.22.17,,,,ND,2016-01-22T22:00:00,L'ACADIE,-10.7,,
-73.34944444444444,45.29388888888889,,-9.0,702LED4,3,M,18,QC,,,NA,1,22,2016-01-22 18:00:00,2016,,2016,,22,1,,-11,,80,24,0,702LED4.2016.1.22.18,,,,ND,2016-01-22T23:00:00,L'ACADIE,-11.8,,
-73.34944444444444,45.29388888888889,,-12.0,702LED4,8,M,19,QC,,,NA,1,23,2016-01-22 19:00:00,2016,,2016,,22,1,,-17,,82,20,0,702LED4.2016.1.22.19,,,,ND,2016-01-23T00:00:00,L'ACADIE,-14.4,,
-73.34944444444444,45.29388888888889,,-9.6,702LED4,5,M,20,QC,,,NA,1,23,2016-01-22 20:00:00,2016,,2016,,22,1,,-12,,84,24,0,702LED4.2016.1.22.20,,,,ND,2016-01-23T01:00:00,L'ACADIE,-11.8,,
-73.34944444444444,45.29388888888889,,-12.0,702LED4,3,M,21,QC,,,NA,1,23,2016-01-22 21:00:00,2016,,2016,,22,1,,-14,,86,25,0,702LED4.2016.1.22.21,,,,ND,2016-01-23T02:00:00,L'ACADIE,-13.9,,
-73.34944444444444,45.29388888888889,,-14.4,702LED4,5,M,22,QC,,,NA,1,23,2016-01-22 22:00:00,2016,,2016,,22,1,,-18,,87,19,0,702LED4.2016.1.22.22,,,,ND,2016-01-23T03:00:00,L'ACADIE,-16.1,,
-73.34944444444444,45.29388888888889,,-12.4,702LED4,3,M,23,QC,,,NA,1,23,2016-01-22 23:00:00,2016,,2016,,22,1,,-14,,90,33,0,702LED4.2016.1.22.23,,,,ND,2016-01-23T04:00:00,L'ACADIE,-13.7,,
-73.34944444444444,45.29388888888889,,-12.9,702LED4,5,M,0,QC,,,NA,1,23,2016-01-23 00:00:00,2016,,2016,,23,1,,-16,,89,3,0,702LED4.2016.1.23.0,,,,ND,2016-01-23T05:00:00,L'ACADIE,-14.4,,
-73.34944444444444,45.29388888888889,,-13.6,702LED4,6,M,1,QC,,,NA,1,23,2016-01-23 01:00:00,2016,,2016,,23,1,,-18,,88,2,0,702LED4.2016.1.23.1,,,,ND,2016-01-23T06:00:00,L'ACADIE,-15.2,,
-73.34944444444444,45.29388888888889,,-14.1,702LED4,5,M,2,QC,,,NA,1,23,2016-01-23 02:00:00,2016,,2016,,23,1,,-18,,88,2,0,702LED4.2016.1.23.2,,,,ND,2016-01-23T07:00:00,L'ACADIE,-15.7,,
-73.34944444444444,45.29388888888889,,-14.6,702LED4,6,M,3,QC,,,NA,1,23,2016-01-23 03:00:00,2016,,2016,,23,1,,-19,,88,2,0,702LED4.2016.1.23.3,,,,ND,2016-01-23T08:00:00,L'ACADIE,-16.2,,
-73.34944444444444,45.29388888888889,,-15.1,702LED4,4,M,4,QC,,,NA,1,23,2016-01-23 04:00:00,2016,,2016,,23,1,,-18,,87,2,0,702LED4.2016.1.23.4,,,,ND,2016-01-23T09:00:00,L'ACADIE,-16.8,,
-73.34944444444444,45.29388888888889,,-15.4,702LED4,6,M,5,QC,,,NA,1,23,2016-01-23 05:00:00,2016,,2016,,23,1,,-20,,89,2,0,702LED4.2016.1.23.5,,,,ND,2016-01-23T10:00:00,L'ACADIE,-16.9,,
-73.34944444444444,45.29388888888889,,-15.9,702LED4,5,M,6,QC,,,NA,1,23,2016-01-23 06:00:00,2016,,2016,,23,1,,-20,,88,1,0,702LED4.2016.1.23.6,,,,ND,2016-01-23T11:00:00,L'ACADIE,-17.4,,
-73.34944444444444,45.29388888888889,,-16.1,702LED4,5,M,7,QC,,,NA,1,23,2016-01-23 07:00:00,2016,,2016,,23,1,,-20,,88,3,0,702LED4.2016.1.23.7,,,,ND,2016-01-23T12:00:00,L'ACADIE,-17.7,,
-73.34944444444444,45.29388888888889,,-16.2,702LED4,5,M,8,QC,,,NA,1,23,2016-01-23 08:00:00,2016,,2016,,23,1,,-20,,87,2,0,702LED4.2016.1.23.8,,,,ND,2016-01-23T13:00:00,L'ACADIE,-17.8,,
